solution index,tabu size,T,Tf,alpha,K,neighbor_percentage,greedy Z1,hybrid Z1,normalized hybrid Z1,greedy Z2,hybrid Z2,normalized hybrid Z2,greedy Z3,hybrid Z3,normalized hybrid Z3,greedy multi objective value,hybrid multi objective value,normalized hybrid multi objective value,w1,w2,w3,weighted multi objective value,optimization running time,open/close status of facilities
11,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5135898767.3707075,-10.33974691842677,11381217.422044165,12233107.75631081,0.16051155986486484,478995209.59896296,483083145.69263613,13.769438189754538,-4617441955.750378,-4604565958.64017,2.4469810881334277,0.527,0.336,0.136,-0.9849009748003414,242.96,"[[0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0], [1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1], [1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]]"
12,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5132014337.796787,-10.330035844491968,11381217.422044165,12269408.428308085,0.1611495330106869,478995209.59896296,475079995.0373748,13.502666501245827,-4617441955.750378,-4610696066.749362,2.4503867037496456,0.407,0.524,0.069,-1.0730065640502762,242.96,"[[1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0], [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]]"
13,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5142944244.351257,-10.357360610878143,11381217.422044165,12430227.076506235,0.16397587129184946,478995209.59896296,478130115.4783889,13.604337182612964,-4617441955.750378,-4616863886.137739,2.453813270076522,0.463,0.421,0.117,-1.0524910843783148,242.96,"[[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0], [1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1], [1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1], [1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0]]"
14,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5135967428.974571,-10.339918572436428,11381217.422044165,11631173.747733813,0.14993275479321289,478995209.59896296,472015746.16660476,13.400524872220158,-4617441955.750378,-4614283901.8660345,2.4523799454811304,0.361,0.588,0.051,-1.1153855605474465,242.96,"[[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1], [1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0], [1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0]]"
15,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5134073928.029472,-10.33518482007368,11381217.422044165,12058898.233434757,0.15744988107969696,478995209.59896296,478240744.11714464,13.608024803904822,-4617441955.750378,-4602764727.694146,2.4459804042745255,0.364,0.572,0.064,-1.0392442924591885,242.96,"[[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1], [1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1], [1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1], [1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]]"
16,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5135728542.980178,-10.339321357450444,11381217.422044165,11819206.604758037,0.15323737442457008,478995209.59896296,481011730.0118727,13.700391000395756,-4617441955.750378,-4598357772.651258,2.443532095917366,0.51,0.293,0.197,-1.0095148276370507,242.96,"[[1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1], [1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1], [1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0], [1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1]]"
17,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5131636353.723597,-10.329090884308991,11381217.422044165,12689718.574493097,0.1685363545605114,478995209.59896296,478605295.8186978,13.620176527289926,-4617441955.750378,-4607036922.521269,2.4483538458451495,0.503,0.297,0.2,-1.030599707533864,242.96,"[[1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0], [1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0], [1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1], [1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]]"
18,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5130296169.167565,-10.325740422918914,11381217.422044165,11892136.684208283,0.1545190981407431,478995209.59896296,481332407.74082655,13.711080258027552,-4617441955.750378,-4601719930.396879,2.4453999613315998,0.6,0.126,0.275,-0.9979943046166335,242.96,"[[1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1], [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1], [1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0], [1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1]]"
19,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5135446272.449066,-10.338615681122665,11381217.422044165,11712399.504358495,0.15136027248433206,478995209.59896296,472322397.78650576,13.410746592883525,-4617441955.750378,-4613962767.12289,2.452201537290495,0.346,0.543,0.112,-1.1109415668898963,242.96,"[[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1], [1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0], [0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1]]"
20,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5128683560.495281,-10.321708901238203,11381217.422044165,12357614.899794377,0.16269973461853035,478995209.59896296,469832666.34875464,13.327755544958489,-4617441955.750378,-4615510539.909247,2.453061411060693,0.23,0.748,0.022,-1.1295721465753417,242.96,"[[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1], [1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]]"
21,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5133554671.169111,-10.333886677922779,11381217.422044165,12302632.451553496,0.16173343500094017,478995209.59896296,483287423.79157126,13.776247459719041,-4617441955.750378,-4598330969.085433,2.443517205047463,0.487,0.268,0.245,-0.9791018860119838,242.96,"[[0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1], [1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1], [1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1], [1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]]"
22,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5128707010.754516,-10.321767526886289,11381217.422044165,11665922.848351326,0.15054345954923243,478995209.59896296,471823832.3889516,13.394127746298386,-4617441955.750378,-4609670385.664722,2.4498168809248457,0.477,0.279,0.244,-1.107341852151448,242.96,"[[0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1], [1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0], [1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]]"
23,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5136426190.236943,-10.341065475592359,11381217.422044165,12598302.822988063,0.16692975084337544,478995209.59896296,477639069.71997416,13.587968990665805,-4617441955.750378,-4616894223.6589985,2.453830124254999,0.451,0.328,0.221,-1.048794783688705,242.96,"[[0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0], [1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0], [1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1], [1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]]"
24,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5141903836.134614,-10.354759590336535,11381217.422044165,12049849.43492315,0.15729085122887784,478995209.59896296,486698870.9989527,13.889962366631757,-4617441955.750378,-4607144752.687511,2.448413751493062,0.359,0.493,0.148,-0.9513378959076038,242.96,"[[1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0], [1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1]]"
25,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5134490952.838062,-10.336227382095156,11381217.422044165,12706056.742215648,0.16882349283331544,478995209.59896296,481699045.1434925,13.723301504783084,-4617441955.750378,-4606361070.223108,2.447978372346171,0.402,0.398,0.2,-0.9984034184319741,242.96,"[[1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0], [1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]]"
26,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5142444079.335864,-10.35611019833966,11381217.422044165,12469375.942138044,0.16466390056481625,478995209.59896296,490447608.66644186,14.014920288881395,-4617441955.750378,-4603096061.4091015,2.446164478560612,0.599,0.051,0.35,-0.9076126989181894,242.96,"[[0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1], [1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0], [1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1]]"
27,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5129392514.192594,-10.323481285481485,11381217.422044165,12431631.102638775,0.16400054661931063,478995209.59896296,471931832.4841386,13.397727749471287,-4617441955.750378,-4613265975.629008,2.4518144309050047,0.397,0.396,0.207,-1.1059009584844945,242.96,"[[1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0], [1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0], [1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1]]"
28,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5128389504.284337,-10.320973760710842,11381217.422044165,11770579.989744715,0.1523827766211725,478995209.59896296,471109901.7843787,13.37033005947929,-4617441955.750378,-4610990475.696974,2.4505502642760963,0.236,0.676,0.088,-1.1150908141508848,242.96,"[[1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0], [1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0], [1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]]"
29,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5131180913.667479,-10.327952284168697,11381217.422044165,12349101.779693028,0.16255011915101983,478995209.59896296,478082313.09764475,13.602743769921492,-4617441955.750378,-4607462957.433217,2.448590531907343,0.125,0.867,0.009,-1.0365852649008644,242.96,"[[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0], [1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0], [1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1], [1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]]"
30,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5140990090.864279,-10.352475227160697,11381217.422044165,11625555.793867642,0.14983402098185664,478995209.59896296,476050793.83075434,13.535026461025145,-4617441955.750378,-4617638664.727884,2.454243702626602,0.521,0.158,0.322,-1.0752658485153495,242.96,"[[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1], [0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1], [0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1], [1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]]"
31,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5137709677.434594,-10.344274193586486,11381217.422044165,11408665.618467066,0.14602224285530874,478995209.59896296,480202973.4484945,13.67343244828315,-4617441955.750378,-4612414230.087259,2.451341238937366,0.354,0.454,0.192,-1.0223839651926916,242.96,"[[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0], [0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1], [1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1], [0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]]"
32,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5132874379.271182,-10.332185948177955,11381217.422044165,12273078.387610836,0.16121403141671065,478995209.59896296,487136831.2657024,13.90456104219008,-4617441955.750378,-4598379704.402123,2.443544280223402,0.564,0.085,0.351,-0.9331487562932272,242.96,"[[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0], [1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1], [1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1]]"
33,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5131935782.748761,-10.329839456871904,11381217.422044165,12279438.211850634,0.1613258033717159,478995209.59896296,478773236.27500325,13.625774542500109,-4617441955.750378,-4605756626.939205,2.4476425705217806,0.469,0.242,0.289,-1.0296698959716188,242.96,"[[0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0], [1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1], [1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1], [1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]]"
34,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5141009487.638685,-10.352523719096713,11381217.422044165,11584665.92128255,0.149115394047145,478995209.59896296,476136915.6655157,13.537897188850524,-4617441955.750378,-4618218778.991622,2.454565988328679,0.357,0.438,0.205,-1.0743466557900039,242.96,"[[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1], [0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1], [1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1]]"
35,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5132254954.571982,-10.330637386429956,11381217.422044165,12628398.800150957,0.16745867838578132,478995209.59896296,482250127.6474759,13.74167092158253,-4617441955.750378,-4604604940.730832,2.447002744850462,0.36,0.436,0.205,-0.9889190048082348,242.96,"[[1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0], [1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]]"
36,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5140423402.509559,-10.351058506273898,11381217.422044165,11650896.881092375,0.15027938279599956,478995209.59896296,475116850.549325,13.503895018310834,-4617441955.750378,-4619157413.820145,2.4550874521223025,0.383,0.384,0.233,-1.0853560985737154,242.96,"[[0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1], [0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], [1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0]]"
37,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5135840837.034671,-10.339602092586677,11381217.422044165,11541506.120801909,0.14835687382780155,478995209.59896296,472910098.2710183,13.430336609033944,-4617441955.750378,-4615933629.061047,2.4532964605894705,0.449,0.26,0.291,-1.1048770961726078,242.96,"[[0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1], [0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], [0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0]]"
38,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5129351470.516425,-10.323378676291062,11381217.422044165,11659362.738663128,0.1504281676390708,478995209.59896296,470933906.82331455,13.364463560777152,-4617441955.750378,-4609955245.59879,2.4499751364437725,0.39,0.363,0.248,-1.1186724693460572,242.96,"[[0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1], [1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]]"
39,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5136312209.664496,-10.340780524161241,11381217.422044165,12006890.75550809,0.15653586565040578,478995209.59896296,477008779.3034251,13.56695931011417,-4617441955.750378,-4615043508.639087,2.4528019492439372,0.438,0.267,0.295,-1.056891949196582,242.96,"[[0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1], [0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1], [1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1]]"
40,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5134640416.680993,-10.336601041702483,11381217.422044165,11807486.762775213,0.15303140180624275,478995209.59896296,474674331.79021806,13.489144393007269,-4617441955.750378,-4610315980.950105,2.4501755449722804,0.21,0.67,0.12,-1.0821456364211182,242.96,"[[1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], [0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1], [1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0], [1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1]]"
41,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5135934849.408453,-10.339837123521132,11381217.422044165,11775909.450026663,0.1524764402465143,478995209.59896296,473575514.64066184,13.452517154688728,-4617441955.750378,-4612842334.221565,2.4515790745675363,0.352,0.415,0.233,-1.0968741189492208,242.96,"[[1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1], [0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1], [1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1], [1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0]]"
42,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5133176204.531924,-10.332940511329811,11381217.422044165,11916370.176114587,0.15494499430781347,478995209.59896296,472061250.94593906,13.40204169819797,-4617441955.750378,-4614033403.934034,2.4522407799633523,0.439,0.22,0.34,-1.110491487806362,242.96,"[[1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1], [0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]]"
43,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5138105479.035617,-10.345263697589042,11381217.422044165,11856388.6779052,0.1538908379245202,478995209.59896296,472235344.2455365,13.40784480818455,-4617441955.750378,-4623094566.57226,2.457274759206811,0.418,0.256,0.326,-1.1154944765438586,242.96,"[[1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0], [0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1], [1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1], [1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0]]"
44,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5140499398.52395,-10.351248496309873,11381217.422044165,11893329.027737856,0.1545400532115616,478995209.59896296,476257761.1669353,13.541925372231178,-4617441955.750378,-4612626603.621548,2.4514592242341933,0.46,0.177,0.363,-1.0717524417426416,242.96,"[[0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0], [1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1], [1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1], [1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1]]"
45,13,103,50,0.919091,12,0.638889,-5140363104.551242,-5134660838.436772,-10.336652096091932,11381217.422044165,11874005.385683691,0.15420044614558331,478995209.59896296,474616706.69370943,13.48722355645698,-4617441955.750378,-4609548205.403117,2.449749003001732,0.477,0.145,0.378,-1.0827492759570747,242.96,"[[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1], [0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], [1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1]]"
