solution index,tabu size,T,Tf,alpha,K,neighbor_percentage,greedy Z1,hybrid Z1,normalized hybrid Z1,greedy Z2,hybrid Z2,normalized hybrid Z2,greedy Z3,hybrid Z3,normalized hybrid Z3,greedy multi objective value,hybrid multi objective value,normalized hybrid multi objective value,w1,w2,w3,weighted multi objective value,optimization running time,open/close status of facilities
14,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7657150178.043077,-16.642875445107695,18091534.71752809,17586116.12925301,0.25458903566349755,689845430.1694376,704490114.3536481,21.149670478454937,-6888845438.677078,-6883390393.68126,3.712994663156256,0.618,0.167,0.215,-6.102485595637232,697.67,"[[1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1], [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0], [0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]]"
15,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7660955357.776911,-16.652388394442276,18091534.71752809,17001429.752613164,0.24431335241850904,689845430.1694376,700374909.9913379,21.012496999711264,-6888845438.677078,-6890347059.0743685,3.716859477263538,0.602,0.184,0.214,-6.1144896009816785,697.67,"[[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1], [0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0], [1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]]"
16,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7654069682.933824,-16.635174207334558,18091534.71752809,17917840.142669633,0.2604189831752132,689845430.1694376,697982683.6075733,20.932756120252442,-6888845438.677078,-6886229396.091644,3.71457188671758,0.511,0.347,0.142,-6.099478526073421,697.67,"[[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1], [1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1]]"
17,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7656056097.369578,-16.640140243423946,18091534.71752809,16626290.261386136,0.2377203912370147,689845430.1694376,707136048.7270563,21.237868290901876,-6888845438.677078,-6878904751.295907,3.7105026396088374,0.674,0.053,0.274,-6.1099100536940885,697.67,"[[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0], [1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1], [0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0], [1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0]]"
18,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7656353238.012398,-16.640883095030993,18091534.71752809,17756340.175263427,0.25758067091851367,689845430.1694376,702895675.2560024,21.096522508533415,-6888845438.677078,-6883861918.708451,3.713256621504695,0.62,0.142,0.238,-6.100787910995653,697.67,"[[1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0], [1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1]]"
19,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7660156015.856345,-16.650390039640865,18091534.71752809,17013646.07134732,0.24452805046304601,689845430.1694376,697599935.6227303,20.919997854091008,-6888845438.677078,-6893724879.562969,3.7187360442016497,0.596,0.172,0.232,-6.115051996360056,697.67,"[[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1], [0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0], [0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0], [1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]]"
20,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7651116700.095713,-16.627791750239282,18091534.71752809,16124539.416022193,0.2289022744467872,689845430.1694376,704817563.2345105,21.160585441150353,-6888845438.677078,-6881549717.946867,3.7119720655260373,0.285,0.696,0.019,-6.11144162866164,697.67,"[[0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0], [1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]]"
21,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7654039220.478206,-16.635098051195513,18091534.71752809,17966811.23956177,0.2612796351416831,689845430.1694376,694749901.7857785,20.824996726192616,-6888845438.677078,-6887882924.8774185,3.715490513820788,0.587,0.138,0.274,-6.100666455191032,697.67,"[[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1], [1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]]"
22,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7653392528.725961,-16.6334813218149,18091534.71752809,16986802.218667164,0.24405627800821028,689845430.1694376,699572528.0620811,20.985750935402702,-6888845438.677078,-6882089302.2206135,3.7122718345670074,0.384,0.497,0.118,-6.10758149700343,697.67,"[[0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0], [0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0], [1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1]]"
23,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7648663982.85706,-16.62165995714265,18091534.71752809,18213441.80800259,0.2656140915290438,689845430.1694376,690872914.9981259,20.695763833270863,-6888845438.677078,-6886150469.853141,3.7145280388073005,0.447,0.376,0.177,-6.0948640358770785,697.67,"[[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1], [1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1]]"
24,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7653691136.30006,-16.63422784075015,18091534.71752809,17220606.36237954,0.24816531392582672,689845430.1694376,704991510.2055172,21.166383673517238,-6888845438.677078,-6879313102.374173,3.710729501318985,0.347,0.554,0.099,-6.102570881572397,697.67,"[[0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0], [1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0]]"
25,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7652195396.132253,-16.63048849033063,18091534.71752809,18167146.27408617,0.26480046175898364,689845430.1694376,688620616.842992,20.620687228099733,-6888845438.677078,-6894501049.253549,3.719167249585305,0.541,0.17,0.289,-6.100039775007052,697.67,"[[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0], [1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0]]"
26,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7649474879.109821,-16.623687197774554,18091534.71752809,18091846.851632588,0.2634770975682353,689845430.1694376,690226467.8243941,20.67421559414647,-6888845438.677078,-6888759277.461802,3.7159773763676673,0.525,0.2,0.275,-6.097268147442258,697.67,"[[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1], [1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1]]"
27,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7662618035.653847,-16.656545089134617,18091534.71752809,17086934.3918944,0.24581607015631635,689845430.1694376,700735062.1148534,21.024502070495114,-6888845438.677078,-6891091123.931193,3.7172728466284406,0.353,0.502,0.145,-6.115059972917473,697.67,"[[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1], [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1]]"
28,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7652616441.86094,-16.63154110465235,18091534.71752809,17229520.676861487,0.24832198026118607,689845430.1694376,704841220.3146888,21.161374010489627,-6888845438.677078,-6878009664.039888,3.710005368911049,0.411,0.392,0.197,-6.101494968880919,697.67,"[[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1], [1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1]]"
29,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7658695548.818368,-16.64673887204592,18091534.71752809,17010921.40848667,0.2444801653512596,689845430.1694376,704668919.189142,21.155630639638066,-6888845438.677078,-6883042218.062552,3.7128012322569734,0.368,0.464,0.169,-6.1098641658694355,697.67,"[[0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0], [0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]]"
30,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7655345640.479956,-16.63836410119989,18091534.71752809,17431774.60501554,0.2518765308438583,689845430.1694376,703137778.2304748,21.104592607682495,-6888845438.677078,-6885679997.26012,3.7142666651445113,0.361,0.449,0.191,-6.103015302216048,697.67,"[[1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1], [1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0], [1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0], [1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]]"
31,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7652461576.649082,-16.631153941622706,18091534.71752809,18171095.44317723,0.264869867191164,689845430.1694376,687082523.7524161,20.56941745841387,-6888845438.677078,-6896791889.442846,3.720439938579359,0.472,0.228,0.3,-6.101082799639567,697.67,"[[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], [1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0], [1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0]]"
32,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7654627243.580632,-16.63656810895158,18091534.71752809,17908271.654393137,0.2602508199366105,689845430.1694376,697352117.7702801,20.91173725900934,-6888845438.677078,-6886798674.064776,3.7148881522582093,0.401,0.352,0.247,-6.100465692877949,697.67,"[[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1], [1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1]]"
33,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7658564782.172466,-16.646411955431166,18091534.71752809,16607216.907366538,0.23738518290626606,689845430.1694376,707211195.9723369,21.240373199077897,-6888845438.677078,-6882445789.635987,3.7124698831311043,0.321,0.498,0.181,-6.112550675616611,697.67,"[[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0], [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1], [0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0], [1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0]]"
34,13,103,50,0.919091,12,0.638889,-7649744455.592077,-7653777940.114246,-16.634444850285615,18091534.71752809,17882466.27239531,0.25979729828462755,689845430.1694376,699706402.9052192,20.990213430173974,-6888845438.677078,-6885729084.806831,3.714293936003795,0.427,0.301,0.272,-6.098635934438959,697.67,"[[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1], [1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1]]"
